Nama Perusahaan,Alamat,Kawasan/Kecamatan
PT.,"MULIAKERAMIK, INDAHRAYA, Wisma Mulia Lantai 53, Jl., Jenderal Gatot Subroto No.42, 300, 1, 1627, PT., MULIAKERAMIK, INDAHRAYA, Wisma Mulia La1629ntai 53, Jl., Jenderal Gatot Subroto No.42, 200, 4, 1628, PT., MULIAKERAMIK, INDAHRAYA, Wisma Mulia Lantai 53, Jl., Jenderal Gatot Subroto No.42, 300, -, 1629, PT. BIOLINA TRIO SINTESA, Wisma, Standard, Chartered, Bank, Lt. 17 Jl. Jend. Sudirman, Kav. 33A, 200, 3, 1630, PT., RISJAD, BRASALI, PEROXIDA, World Trade Centre 12th Floor, Jl. Jend. Sudirman 29-31, 300, 3, 1631, PT. CIKARANG LISTRINDO, World Trade Centre, Lantai 17,, Jl. Jend. Sudirman Kav. 29-31,, Kelurahan Karet, Kecamatan, Setiabudi, 200, 2, 1632, PT. CIKARANG LISTRINDO, World Trade Centre, Lantai 17,, Jl. Jend. Sudirman Kav. 29-, 31,Kelurahan Karet, Kecamatan, Setiabudi, 100, -, 1633, PT. CIKARANG LISTRINDO, World Trade Centre, Lantai, 17,Jl. Jend. Sudirman Kav. 29-, 31,, Kelurahan, Karet,, Kecamatan Setiabudi, 200, -, 1634, PT., GEMA, ANEKATOYS, INDONESIA, Wsiata Hotel Int Tower Lt. 3 Jl., MH. Thamrin Jakarta Pusat, 800, 9, 1635, PT., JABABEKA, INFRASTRUKTUR, WTC LT 12 JEND SUDIRMAN, KAV 29-31 JKT, 200, 1, 1636, PT. ALSYNITE INDONESIA, Kawasan Industri Hyundai, Jl., Inti Raya Blok C 4 No. 2-3, Kel., Sukaresmi,, Kec., Cikarang, Selatan, Bekasi, 200, -, , , R A H A S I A, , , R A H A S I A, 232, , 1, 2, 3, 4, 5, 1637, Perusahaan Perorangan PD., SUMBER JAYA LESTARI, Jl. Raya Inspeksi Kalimalang, RT.003/005,, Kelurahan, Jatimulya, Kecamatan Tambun, Selatan, 100",Jababeka
PT.,"DE, GLOW, INTERNATIONAL, Kawasan Industri Jababeka II,, Jl. Industri Utama Raya Blok, RR, 2F,, Desa, Pasirsari,, Kecamatan Cikarang Selatan, 100, -, 1639, PT., GRAFITECINDO, CIPTAPRIMA, Jl. Jababeka V Blok V, Kav. 92-, 93, Desa Karang Baru, Kec., Cikarang Utara, 100, -, 1640, PT., SUPRA, SUKSES, TRINUSA, Jl. Jababeka VI B Blok J No. 7, E Kawasan Industri Jababeka, Cikarang, Desa Harjamekar., Kecamatan Cikarang Utara, 200, 2, 1641, PT. UNION METAL, Jl. Jababeka V Blok U No. 1,, Kawasan Industri Jababeka I,, Kel., Harja, Mekar,, Kec., Cikarang Utara, 100, 2, 1642, PT. HARAPAN WIDYATAMA, PERTIWI, Jl. Agung Raya V Blok B, No. 8-, 9, Sunter Agung Podomoro,, Papango, 200, -, 1643, PT. NUTRIFOOD INDONESIA, Jl. Rawabali II No. 3, Kawasan, Industri Pulogadung, Jakarta, 200, 2, 1644, PT., PASADENA, METRIC, INDONESIA, Wisma Bumiputera 10th floor,, Jl. Jend. Sudirman Kav. 75, Jakarta, 200, -, 1645, PT. TESSO TETRA CHEMIKA, Jl. Industri Selatan 2 Blok JJ, No. 4  Kawasan Industri, Jababeka, Cikarang,Desa, Pasirsari, Kecamatan Cikarang, Selatan, 100, 2, 1646, PT., SPECTRA, KIMIA, KENCANA, Komplek Ruko Buncitmas Jl., Kemang Utara IX Blok CC 5, RT.002/001, Kelurahan Duren, Tiga, Kecamatan Pancoran, 100, 1, 1647",Jababeka
PT.,"GRAHA, KERINDO, UTAMA, Jl. Kerajinan No. 3-7, Kel., Krukut, Kec. Taman Sari, 200, 2, 1648, PT. HULARO INDONESIA, Jl. Jababeka IXD Blok P-3,, Kawasan Industri Jababeka, 100, 2, 1649, PT., KHARISMA, MUSTIKA, MEGASARI, Jl. Arjuna No. 37, RT. 11/RW., 99, Kel. Kemanggisan, Kec., Palmerah, 200, 2",Jababeka
PT.,"ADYAWINSA, ELECTRICAL AND POWER, Jl. Industri Selatan Blok LL 4, Kwsn Jababeka Cikarang,Desa, Pasirsari, Kec Cikarang Selatan, 300, 2, 1651, PT. KATI KARTIKA MURNI, Jl. Imam Bonjol No. 76, Kel., Panunggangan, Barat,, Kec., Cibodas, 200, , 1652, PT., SARANA, UNGGUL, PRATAMA, Jl. Gaharu Blok 5 No. 11 H, Delta Silicon II Industrial Park, Lippo Cikarang, Desa Cibatu,, Kecamatan Cikarang Selatan,, 200, 2, 1653, PT., CITRA, NUSANTARA, GEMILANG, Jl. Kalimalang No. 126 Tegal, Gede, RT. 004/RW. 003,  Desa, Pasirsari, Kecamatan Cikarang, Selatan, Bekasi, 100, -",Jababeka
PT.,"BUANA, SAMUDRA, LESTARI, Jl. Raya Bosih Kp. Tanah, Merdeka, RT.007, RW.005,, Kelurahan, Wanasari,, Kecamatan Cibitung, 200, 1, 1655, PT. DIFAN PRIMA PAINT, Jl. Griya Utama Blok A No. 101,, Kelurahan, Sunter, Agung,, Kecamatan, Tanjung, Priok,, Jakarta Utara, 100, -, 1656, Perusahaan, Perorangan, PURNAMA, Kp. Tangsi RT. 003 RW. 003,, Desa Sukadanau, Kecamatan, Cikarang Barat, 200, 1, 1657, PT., RAPHAELINDO, NUSANTARA, Jl. Karya Logam RT. 005 RW., 005,, Kelurahan, Jatimulya,, Kecamatan Tambun Selatan,, Kabupaten Bekasi, 300, 2, 1658, PT., TOLLING, MANUFACTURE INDUSTRI, Jl. Industri Selatan 2 Blok JJ, No., 4, Kawasan, Industri, Jababeka, Cikarang,Desa, Pasirsari, Kecamatan Cikarang, Selatan, 300, 2, 1659, PT. DHARMA ELECTRINDO, MANUFACTURING, Jl. Jababeka XII Blok W, No. 5, A, Cikarang, 400, 3, 1660, PT., GLOBAL, DIMENSI, METALINDO, Kawasan Industri Jababeka 1,, Jl. Jababeka XVII B, Blok U No., 19 C,D,E dan F, 300, 6, 1661, PT., IMPACK, PRATAMA, INDUSTRI, Jl. Yos Sudarso Kav. 85, Sunter, Jakarta Utara, 200, -, 1662, PT., OMEGA, TAIYO, TEKNOLOGI, Ruko Cikarang Square Blok F,, Desa, Pasirsari, Cikarang, Selatan, 100, -, 1663, PT. DUNIA KIMIA JAYA, Kawasan Industri Greenland, Cluster Batavia Blok BD No. 1, Kota, Deltamas,, Desa, Sukamahi,, Kecamatan, Cikarang, Pusat,, Kabupaten, Bekasi, 100, 2, 1664, PT., HIKARI, METALINDO, PRATAMA, Jl. Raya Serang Cibarusah RT., 01/RW.02, Kp. Pagaulan, Desa, Sukaresmi, Cikarang Selatan, 200, 2, 1665",Jababeka
PT.,"MULIAKERAMIK, INDAHRAYA, Wisma Mulia Lantai 53, Jl., Jenderal Gatot Subroto No.42, 500, 9, 1667, PT., MULTIKIMIA, INTIPELANGI, Kampung Mariuk RT. 02/RW., 02,, Desa, Ganda, Mekar,",Lainnya
PT.,"YASUNLI, CITRA, INDONESIA, Jl. Akasia II Blok A-9 No. 3 A, Delta Silicon Industrial Park, Lippo, Cikarang,, Desa, Sukaresmi,, Kecamatan, Cikarang Selatan, Kabupaten, Bekasi, 200, 2, , , , , , , , /. 4. PERTAMBANGAN ……",Delta Silicon
PT. Bina Loka Cipta,"Jln. Gatot Subroto No. 49-, 50 Cikarang Utara Kab, Bekasi 021-8900641, , 3., SPPBE, Kp., Cigutul, Desa, Sindangmulya, , 4., SPBE/YUSUF, Desa Lubang Buaya Kec., Setu, , 5.",Cikarang Utara
PT. Gasindo,"Jaya Pratama, Jl. Raya H. Bosih Kel., Wanasari Kec. Cibitung, , , c., Pembangkit Listrik, , NO, NAMA, ALAMAT / NO. TLP, KET., 1, 2, 3",Cibitung
PT. Bekasi Sejati Gas,"Kp. Sasak Jarang RT 01/01, Kel Jatimulya Kec. Tambun, Selatan Kab. Bekasi., 021-, 8812507",Tambun
PT. Bhakti Persada Gas,"Rapidin Simbolon, Jl. Raya Pondok Timur, Indah Kp. Rawa Sapi RT, 01/10 Kel Jatimulya Kec., Tambun Selatan, 021, –, 82608448",Tambun
CV. Mulya Cipta Pratama,"Kp. Legon RT 03/04 Kel, Jatimulya, Kec., Tambun, Selatan Kab. Bekasi.",Tambun
PT.,"Prima, Gas, Nyala, Sempurna, Jl. Raya Rawa Kalong RT, 02/03 Desa Karang Satria, Kec. Tambun Utara Kab., Bekasi., 021, –",Tambun
PT. Kamal Reka Jaya,"Jl. Ray Afatahilah no. 6 ds., Kalijaya kec. Cikarnag Barat, , 44., ABDUL AZIS, Jl. Cendrawasih II No. 26, Ds. Telaga Murni Kec., Cikarang Barat, , 45., IGAS UTAMA, Kawasan Industri MM2100, Ds., Gandasari, Kec., Cikarang Barat, , 46., PT. HAYATI  HANA, DIMYATI (Bambang rawan), Kp. Ketapang ds. Kalijaya, Kec. Cikarang Barat, , , g., Pengrajin Batu Permata, , NO, NAMA, ALAMAT / NO. TLP, KET., , NIHIL",MM2100
CV. 3T,"Kp. Kobak Pasir Rt.03/03 Ds., Sukalaksana Kec. Sukakarya, , 12., CV. 3T",Lainnya
CV. Berkah Group,"Kp. Rawakeladi Rt.02/02 Ds., Sukaindah Kec. Sukakarya, , 14., CV. Berkah Group",Lainnya
PT. BERDIKARI Persero,"(ANDINI), , Jl.  Andini Sakti Kp. Poncol, Rt.01/03, Ds., Gandasari, Kec. Cikarang Barat, SAPI",Cikarang Barat
PT. Karya Gita Utama,"Kp. Kedungkole Rt. 05/02, Ds., Karangmekar, Kec., Kedungwaringin",Lainnya
PT. Gemilang Gaisindo,"Bhakti, ., Jl. Raya Sukatani Kp., Blokang Rt. 02 / 01 Desa, Kr. Sentosa Kec. Kr., Bahagia Kab. Bekasi, , 2.",Bekasi
PT. Inahovtraco,", Jl. Urip Sumoharjo No., 41, Cikarang, Utara, Bekasi, , 3., , PT. Insan Sentosa Prima, Jl. KH Dewantara No. 44, Kp. Sumantri Rt. 03 / 03, Desa, Sukaraya, Kec., Karang Bahagia Kab.",Bekasi
PT. Prakarsa Sentra Utama,"Jl. Raya Sukatani Kp., Blokang, Kec., Kr., Bahagia Kab. Bekasi, , 5., , PT. Gemilang Gaisindo, Bhakti, Jl. Raya Sukatani Kp., Blokang Rt. 02 / 01 Desa, Kr. Sentosa Kec. Kr., Bahagia Kab. Bekasi",Bekasi
PT. Insan Sentosa Prima,"Jl. KH Dewantara No. 44, Kp. Sumantri Rt. 03 / 03, Desa, Sukaraya, Kec., Karang Bahagia Kab.",Lainnya
PT. Prakarsa Sentra Utama  Jl. Raya Sukatani Kp.,"Blokang, Kec., Kr., Bahagia Kab. Bekasi, , 8., , Kios Pupuk Rumpun Tani, Jl., Raya, Serang, –, Cibarusah Ds. Serang, Kec. Cikarnag Selatan, , 9.",Bekasi
PT. Meroke Tetap jaya,"Gg. VII no, 1 Segara, Makmur, tarumajaya, , 2., Pabrik Pupuk Om Benny, Kertahayu,, Setu,, Bekasi Regensi, , 3., MZ Prima Plus, Jl. Komersial BIP Ds., Blok AG, Sukadami,, Cikarang Selatan, , 4., PT. PSP(Pupuk, Langgeng Sari), Perum,, Citra, Permata, D3,no.7,, Sukadarma, Sukatani, , 5., PT., Gemilang, Gaisindo, Bhakti, ., Jl. Raya Sukatani Kp., Blokang Rt. 02 / 01, Desa Kr. Sentosa Kec., Kr., Bahagia, Kab.",Cikarang Selatan
PT. Inahovtraco,", Jl. Urip Sumoharjo No., 41, Cikarang, Utara, Bekasi, , 7., PT. Insan Sentosa Prima, Jl. KH Dewantara No., 44 Kp. Sumantri Rt. 03 /, 03 Desa Sukaraya Kec., Karang Bahagia Kab., Bekasi",Bekasi
PT. Prakarsa Sentra Utama,"Jl. Raya Sukatani Kp., Blokang, Kec., Kr., Bahagia Kab. Bekasi, , , , R A H A S I A, , , R A H A S I A, 258, , 1, 2, 3, 4, 9., PT., Gemilang, Gaisindo, Bhakti, Jl. Raya Sukatani Kp., Blokang Rt. 02 / 01, Desa Kr. Sentosa Kec., Kr. Bahagia Kab. Bekasi",Bekasi
PT. Insan Sentosa Prima,"Jl. KH Dewantara No., 44 Kp. Sumantri Rt. 03 /, 03 Desa Sukaraya Kec., Karang Bahagia Kab., Bekasi",Bekasi
PT. Prakarsa Sentra Utama  Jl. Raya Sukatani Kp.,"Blokang, Kec., Kr., Bahagia Kab. Bekasi, , , •, Gudang Pupuk, , NO, NAMA",Bekasi
PT.,"Gemilang, Gaisindo, Bhakti, ., Jl. Raya Sukatani Kp., Blokang Rt. 02 / 01, Desa Kr. Sentosa Kec., Kr., Bahagia, Kab.",Lainnya
PT. Inahovtraco,", Jl. Urip Sumoharjo No., 41, Cikarang, Utara, Bekasi, , 3, PT. Insan Sentosa Prima, Jl. KH Dewantara No., 44 Kp. Sumantri Rt. 03 /, 03 Desa Sukaraya Kec., Karang Bahagia, , 4",Bekasi
PT. Prakarsa Sentra Utama,"Jl. Raya Sukatani Kp., Blokang, Kec., Kr., Bahagia Kab. Bekasi, , 5, PT., Gemilang, Gaisindo, Bhakti, Jl. Raya Sukatani Kp., Blokang Rt. 02 / 01, Desa Kr. Sentosa Kec., Kr. Bahagia Kab. Bekasi, , 1",Bekasi
PT. Insan Sentosa Prima,"Jl. KH Dewantara No., 44 Kp. Sumantri Rt. 03 /, 03 Desa Sukaraya Kec., Karang Bahagia, , 7",Lainnya
PT. Prakarsa Sentra Utama  Jl. Raya Sukatani Kp.,"Blokang, Kec., Kr., Bahagia Kab. Bekasi, , ., , , /. J. Asosiasi ……",Bekasi
PT. Media Artha Sukses,"Sarana, Ruko Metro Boulevard Ds. Pasir, Sari Kec. Cikarang Selatan, Kab. Bekasi, , 3., , , PT. Platinium Exchang, Ruko Galeri Singaraja Blok D, No.15  Lippo Cikarang Ds., Cibatu              Kec. Cikarang, Selatan Kab. Bekasi, , , , R A H A S I A, , , R A H A S I A, 260, 1, 2, 3, 4, 4., PT. Media Artha Sukses, Sarana, Lantai, dasar, Mall, Lippo, Cikarang No.18A Ds. Cibatu, Kec. Cikarang Selatan Kab., Bekasi, , 5., Thaly Sentral Valas, Ruko Plaza Menteng Lippo, Cikarang, Ds., Cibatu, Kec, CikaranG Selatan, , 6., Royal Valuta Mas, Mall Lippo Cikarang No.18A Ds., Cibatu Kec. Cikarang Selatan, Kab. Bekasi, , 7., PT. Bintang Valas Abadi, Jl. Majapahit Ruko arkadia, Lippo Cikarang, , , c., Asosiasi Masyarakat Bidang Keuangan, , NO, NAMA, ALAMAT / NO. TLP, KET., , Nihil",Cikarang Selatan
PT. Warna Artha Life  Ruko Kalimas C.3 A-C 5 Kel. Jatimulya Kec.,"Tambun Selatan Kab.Bekasi, 101, BPR, Prima, Nusa, Tama, Jl. St. Hasanudin 76 A Ds. Setiadarma Kec., Tambun Selatan Kab.Bekasi., 102, Bank Mayapada, LT. II Pasar Tambun Ds. Setiadarma Kec., Tambun Selatan Kab.Bekasi, 103, BPR Antar Guna, Jl. Setia Darma I Desa Setia Darma Kec., Tambun Selatan Kab.Bekasi, 104, BPR Arta Prima, Ruko Sentra Niaga Kalimas  Blok B-17 Ds., Setiadarma Kec. Tambun Selatan Kab.Bekasi, 105, BPR, DPM, Kredit, Mandiri, Ruko Niaga Kalimas II Blok C-24 Ds., Setiadarma Kec. Tambun Selatan Kab.Bekasi, 106, Bank NISP, Jl. P. Diponegoro Mall Naga Ds. Setia Mekar, Ds. Setiadarma Kec. Tambun Selatan, , , R A H A S I A, , , R A H A S I A, 265, , 1, 2, 3, 107, Bank BII, Ruko Grand Wisata Blk. AA.9 No. 23 Ds., Lambangjaya Kec. Tambun Selatan Kab.Bekasi, 108, BRI, Cabang, Babelan., Jalan Raya Kebalen Kp. Kebalen RT 004 / 001, Kel. Kebalen Kecamatan Babelan, 109, BRI Cabang Pondok, Ungu Permai",Tambun
PT. HALSINDO,"Ds. Cijengkol Kec. Setu, , , 8., PUSAT PENJUALAN ONDERDIL MOTOR / MOBIL BEKAS, , NO, NAMA TEMPAT PENJUALAN, ONDERDIL",Lainnya
CV. GANESHA MOTOR,"Jl., Imam, Bonjol, Rt., 001/05 DS. Telaga Asih, Cikarang Barat, , 4., BAROKAH JAYA MOTOR",Cikarang Barat
CV BINA SUCI MOTOR,"Jl. Raya Imam Bonjol Ds., Kalijaya Kec. Cikarang, Barat, , 24, ZAHRA MOTOR, Jl. Raya Imam Bonjol Ds., Kalijaya Kec. Cikarang, Barat, , 25, RIZKY MOTOR, Jl. Raya Imam Bonjol Ds., Kalijaya Kec. Cikarang, Barat, , 26, A&Z MOTOR, Jl. Raya Imam Bonjol Ds., Kalijaya Kec. Cikarang, Barat, , 27, KARUNIA JAYA MOTOR, Jl. Raya Imam Bonjol, Cikarang Barat, , 28, CV SRI MOBILINDO MOTOR, Jl. Raya Imam Bonjol, Cikarang Barat, , 29, CV SRI MOBILINDO MOTOR2, Jl. Raya Imam Bonjol, Cikarang Barat, , 30, JUANDA MOTOR, Jl. Sultan Hasanudin No., 251 Kec. Tambun Selatan, , 31, MAJU JAYA MOTOR, Jl. Sultan Hasanudin No., 27 Kec. Tambun Selatan, , 32, EVAN PLAZA MOTOR, Jl. Sultan Hasanudin No., 39A Kec. Tambun Selatan, , 33, TARUNA JAYA MOTOR, Jl. Inspeksi Kalimalang, No. 168 Kel. Jatimulya, , 34, ANDALAS PERKASA, Jl. Sultan Hasanudin No., Kec. Tambun Selatan, , 35, MENARA ABADI MOTOR, Jl. Sultan Hasanudin Kec., Tambun Selatan, , 36, HALU BALANG MOTOR, Jl. Inspeksi Kalimalang, No. 40 Kel. Jatimulya, , 37, MANDIRI MOTOR AHMADI, Jl. KH Abubakar No. 35, Setiadarma, Tambun, Selatan, , , , R A H A S I A, , , R A H A S I A, 271, , 1, 2, 3, 4, 38, POLINKO, JAYA, SARANATAMA MOBIL, Jl. Sultan Hasanudin No., Kec. Tambun Selatan, , , 10., SENPI, HANDAK, KEMBANG API/PETASAN & PENYALAHGUNAAN SENPI/HANDAK, , a., Pengguna Senpi",Cikarang Barat
PT.,"Patria Bumi Pratama, Agung, , Kp. Jati Bumi Asih, Rt. 003 / 006 Ds., Cikarang Kota Kec., Cikarang Utara, Kab.Bekasi",Cikarang Utara
PT.,"Komala Agung, , Kp. Gempool Rt., 008/004 Ds., Sukadami Kec., Cikarang Selatan, Kab. Bekasi, Jenis",Cikarang Selatan
PT. Axiatec,", Jl. Antilop III/E 5/42, Cikarang Baru Rt., 06/07 Ds. Jayamukti, Kec. Cikarang, Pusat Kab. Bekasi",Bekasi
PT. Tirta,"Jaya Mandiri, , Kp.. Gabus Singkil, Rt. 32 Ds. Srijaya, Kec. Tambun Utara, Kab. Bekasi, Jenis, : Pistol, Model/Mer     : Glock 43, Kaliber, : 32, Peluru",Tambun
CV.,"Riksa Persada, , Grand Wisata, Festive Garden AG, Rt. 001/003 Ds., Lambangsari Kec., Tambun Selatan, Kab. Bekasi, Jenis",Tambun
CV.,"Mira Delima, , Kp. Ujung Harapan, Rt. 003 / 007 Ds., Bahagia Kec., Babelan Kab., Bekasi, Jenis",Bekasi
PT.,"Cholyfour Mitra, Mandiri, , Rumah, :, Jl., Veranda, No., 12",Lainnya
PT.,"Nawakara Utama, , Jl. Tropikana III-8, Rt., 01/11, Kel., Sertajaya, Kec., Cikarang",Lainnya
PT.,"Mulia Tehnik, Toolsindo, , Perum. Tropikana, Jl. Taman Tropika, Raya Blok B2 No., 25 - 27 Rt. 002/011, Kel. Serta Jaya Kec., Cikarang Timur, Kab. Bekasi, Jenis",Cikarang Timur
CV.,"Setia Bersama, , Kp. Gardu Sawah, Rt., 02/01, Kel., Kalijaya, Kec., Cikarang Barat Kab.",Cikarang Barat
PT.,"Mulia Tehnik, Toolsindo, Perum. Tropikana, Jl. Taman Tropika, Raya Blok B2 No., 25 - 27 Rt. 002/011, Kel. Serta Jaya Kec., Cikarang Timur, Kab. Bekasi, Jenis",Cikarang Timur
PT. Pertamina EP,"Asset 3 Ke Gudang Handak PT., Dahana di Subang Jawa Barat, Jenis Handak yang dipindahkan, yaitu : Shaped Charges sebanyak, 393 EA, Detenator sebanyak 52, EA dan Primacord sebanyak 709, FT. Saat ini handak di gudang, handak",Lainnya
PT. GALIC,"BINA MADA, Jl. KH. Noer Ali Inspeksi Kali, Malang, Rt.02/01, Ds., Sukadanau Kec. Cikarang, Barat Kab. Bekasi, TONI",Bekasi
PT. ANEKA,"GAS, INDUSTRI, Kawasan Industri Jababeka II, Blok PP 4A Jl. Industri, Selatan Ds. Pasirsari Kec., Cikarang Selatan Kab. Bekasi, AGUS, PURNOMO, ± 100 orang, AMMONIUM, NITRATE, (NH4NO3)",Jababeka
CV. Lestari,"Subur, Indoneisa, (LSI), Jl. Raya Lemah, Abang, Desa, Mekar, Mukti, Kecamatan, Cikarang Utara, Kabupaten, Bekasi, , RULI, MAS, HARTONO, 1 orang - Ethyl Acetate, - Buthyl Acetate, - Buthyil, Celosofe, - Methanol, - Texafon, -, SBP, - TDP, No., :, 100735208195., - SIUP, No., :",Cikarang Utara
CV. Central,"Kimia, Jl. Raya Indsutri, Tegal Gede No., 51 Desa Pasir, Sari Kecamatan, Cikarang, Selatan, , HYU JONI, 3 orang - Ethyl Acetate, - Buthyl Acetate, - Buthyil, Celosofe, - Methanol, - Texafon, - SBP, Tawas, Tidak, bisa, menunjukkan, perijinan, yang, dimiliki., 3., U.D MULTI, CITRA KIMIA, , Jl. Tegal Gede, Rt. 008 / 003, Ds. Pasir Sari, Kec., Cikarang, Selatan",Lainnya
PT. Anugrah,"Putra, Kencana, Ruko Permata, Junction Blok B, No., 3, Ds., Pasirgombong, Kec., Cikarang, Utara, DENI, TASMADI, 2 orang, Methanol, Aquades, Ntric Acid, H2o2, Paint Remover, Acetic Acid, MAT, Caustic Soda, Catalist, SKDU Nomor :, 503/22/X/, 2013/Ekbang",Lainnya
CV. Sumber,"Kimia, Jl., Raya, Cibarusah No., 88, Ds., Sukaresmi Kec., Cikarang, Selatan, Kab., Bekasi, Ir. HENKY. S, 3 orang, , - Thiner A, -  Thiner ND, - Thipol, - Resin, -  Kaporit, -  Vaseline, - N.A, , , - SKDU Nomor :, 503/, /III/EKbang/2013, - SIUP kecil :, 503.09/1-",Bekasi
PT.,"BINTANG, KENCANA, SEMESTA, (BINTANG, KIMIA), Jl, Raya, Cikarang, Cibarusah No. 9, Kab. Bekasi, , Sdri. VERA, Jl. Ir. H, Juanda No., 151 Bulak, Kapal Bekasi, Timur Kodya, Bekasi, 3 orang, Metanol, Coko / Gypsum, Corrosive, Oxalic Acid, Soda Kue, Notrosol",Bekasi
CV.,"AJI, KIMIA, Jl. Raya Serang, Cibarusah, Kp., Pasirandu RT., 005/004, Desa, Sukasari, Kecamatan, Serang",Lainnya
PT.,"INDOJAYA, KIMIA 1, Jl., Inspeksi, Kalimalang, Desa, Cibatu, Kecamatan, Cikarang, Selatan, ARIEF, RAHMAN ST, 2 orang, Ethyl Acetate, Buthyl Acetate, Buthyil, Celosofe, Methanol, Texafon, SBPTawas, , , -, 9., , PT., INDOJAYA, KIMIA, Jl. Industri, Tegal Gede No., 6 Ds. Pasirsari, Kec. Cikarang, Selatan Kab., Bekasi, , Sdr. ARIEF, RAHMAN, ST, 5 orang, Thiner, HCL, Resin, Katalis, Matt, Wofing Rofing, Aerosil, Pewarna fiber, Cobal, Teksafon, ABS, Soda Ash, , - SKDU Nomor :, 503/26/III/2015/, Ekbang, , - SITU Nomor :",Bekasi
CV. Harum,"Jaya, Kp. Cibuntu Rt., 011 Rw. 004, Desa, Cibuntu, Kec., Cibitung, Kab. Bekasi, H. MOH., NASEH, 5 orang -  Parfum, -, Sabun, -, Texafon, -, Silicon, Emulsion, , -, SIUP, Kecil, Nomor, :, 503.09/1-, 1098/BPPT/PK-, 01/IV2011, -",Cibitung
PT. GALIC BINA,"MADA, Jl. KH. Noer Ali Inspeksi Kali Malang, Rt.02/01, Ds., Sukadanau, Kec., Cikarang Barat Kab. Bekasi",Cikarang Barat
PT. ANEKA GAS,"INDUSTRI, Kawasan Industri Jababeka II Blok PP, 4A Jl. Industri Selatan Ds. Pasirsari, Kec. Cikarang Selatan Kab. Bekasi, AGUS PURNOMO, ± 100 orang, AMMONIUM, NITRATE, (NH4NO3)",Jababeka
PT.,"TEKNOTAMA, LINGKUNGAN, INTERNUSA, , Kws., Lippo, Cikrang, Newton Techno Park Blok, J3 No. 1 B Ds. Cibatu, Kec. Cikarang Selatan, Pengumpulan, pemanfaat, limbah, cair B3 Asam –, basa., Limbah cair anorganik, bersifat asam berbasis, Fe, CI dan SO4 serta",Cikarang Selatan
PT.,"ALUMINDO, ALLOY ABADI, Jl. Setia Mekar No. 88 Rt., 01/02 Tambun Bekasi., Peleburan, aluminium., Ash,, dross,",Tambun
PT. SARANA ALLOY,"CASTING, , Jl. Kp. Pilar Rt. 011/06, Desa, Serang, Kec., Cikarang Selatan Kab.",Cikarang Selatan
PT. SYIMDO TIRTA,"KIMIA, Jl. Jababeka XIV Blok J, 10 D Kws. Jababeka I, Kec. Cikarang Utara Kab., Bekasi., Pemanfaat limbah, B3, dan, Industri, kimia dasar yang, menghasilkan kimia, khusus., Berupa, limbah, Ferro, Chloride, (FeC12), dan, Ferro Sulphate (FeSO4)., , 5., PT., ANGLO ASIA, ALUMINIUM, Kws. Hyundai Jl. Inti 1, Blok C II N0. 2-3 Lippo, Cikarang Kec. Cikarang, Selatan Kab. Bekasi., Peleburan, aluminium, Limbah, B3, Scrap, aluminium terkontaminasi, bahan baku B3 sebagai, campuran bahan baku, aluminium, (ingot), dan, pelumas bekas., 6., PT., PASADENA, METRIC, INDONESIA., Kws. Jababeka II Jl., Industri Selatan 1B Blok, KK No. 3J-3K Cikarang., Pemanfaatan, limbah B3, Limbah B3 berupa spent, katalis,, shudge, yang, mengandung logam non, besi, dan, logam, terkontaminasi B3., 7., PT. FAJAR SURYA, WISESA, Kp. Gardu Sawah Desa, Sukadanau Kec. Cikarang, Barat Kab. Bekasi., Pengumpulan, pemanfaat, limbah, kertas., Limbah berbahan dasar, kertas., , 8., PT., GUNUNG, GARUDA, Jl. Raya Imam Bonjol No., 4 CIkarang Barat Kab., Bekasi., Peleburan besi., Bahan berupa besi, gram,, scraf, dan, logam, terkontaminasi B3, 9., PT. WARINGIN JAYA, STEEL, Jl. Raya Rengas Bandung, Kec., Kedungwaringin, Kab. Bekasi., Peleburan besi., Bahan berupa besi, gram,, scraf, dan, logam, terkontaminasi B3., , , R A H A S I A, , , R A H A S I A, 287, , 1, 2, 3, 4, 5, 10., PT., MANDIRI, PRATAMA, INTILOGAM., Jl., Raya, Cikarang, _, Karawang Km. 29 No. 2B, Ds. Tanjung Baru Kec., Kedungwaringin, Kab.",Jababeka
